epi_week;date;country;state;city;ibgeID;cod_RegiaoDeSaude;name_RegiaoDeSaude;newDeaths;deaths;newCases;totalCases;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;_source;last_info_date
14;02/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;1;0;13;0,09814;1,27583;0,07692;SES;26/07/2020
14;03/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;1;2;4;17;0,19628;1,66839;0,11765;SES;26/07/2020
14;04/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;2;0;17;0,19628;1,66839;0,11765;SES;26/07/2020
15;05/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;2;3;20;0,19628;1,96281;0,1;SES;26/07/2020
15;06/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;2;2;22;0,19628;2,15909;0,09091;SES;26/07/2020
15;07/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;2;2;24;0,19628;2,35537;0,08333;SES;26/07/2020
15;08/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;2;3;27;0,19628;2,64979;0,07407;SES;26/07/2020
15;09/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;1;3;0;27;0,29442;2,64979;0,11111;SES;26/07/2020
15;10/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;3;7;34;0,29442;3,33677;0,08824;SES;26/07/2020
15;11/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;3;3;37;0,29442;3,6312;0,08108;SES;26/07/2020
16;12/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;3;0;37;0,29442;3,6312;0,08108;SES;26/07/2020
16;13/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;1;4;10;47;0,39256;4,6126;0,08511;SES;26/07/2020
16;14/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;4;12;59;0,39256;5,79029;0,0678;SES;26/07/2020
16;15/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;-1;3;8;67;0,29442;6,57541;0,04478;SES;26/07/2020
16;16/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;3;3;70;0,29442;6,86983;0,04286;SES;26/07/2020
16;17/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;5;20;90;0,4907;8,83264;0,05556;SES;26/07/2020
16;18/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;1;6;17;107;0,58884;10,50103;0,05607;SES;26/07/2020
17;19/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;9;24;131;0,88326;12,8564;0,0687;SES;26/07/2020
17;20/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;12;9;140;1,17769;13,73966;0,08571;SES;26/07/2020
17;21/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;1;13;36;176;1,27583;17,27272;0,07386;SES;26/07/2020
17;22/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;1;14;29;205;1,37397;20,11879;0,06829;SES;26/07/2020
17;23/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;14;75;280;1,37397;27,47932;0,05;SES;26/07/2020
17;24/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;18;75;355;1,76653;34,83985;0,0507;SES;26/07/2020
17;25/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;18;72;427;1,76653;41,90597;0,04215;SES;26/07/2020
18;26/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;20;45;472;1,96281;46,32229;0,04237;SES;26/07/2020
18;27/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;22;63;535;2,15909;52,50513;0,04112;SES;26/07/2020
18;28/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;24;110;645;2,35537;63,30058;0,03721;SES;26/07/2020
18;29/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;26;146;791;2,55165;77,62908;0,03287;SES;26/07/2020
18;30/04/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;6;32;62;853;3,14049;83,71379;0,03751;SES;26/07/2020
18;01/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;6;38;155;1008;3,72934;98,92556;0,0377;SES;26/07/2020
18;02/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;41;116;1124;4,02376;110,30985;0,03648;SES;26/07/2020
19;03/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;43;55;1179;4,22004;115,70757;0,03647;SES;26/07/2020
19;04/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;46;81;1260;4,51446;123,65695;0,03651;SES;26/07/2020
19;05/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;50;36;1296;4,90702;127,19;0,03858;SES;26/07/2020
19;06/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;6;56;62;1358;5,49586;133,27471;0,04124;SES;26/07/2020
19;07/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;5;61;115;1473;5,98657;144,56086;0,04141;SES;26/07/2020
19;08/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;10;71;108;1581;6,96797;155,16003;0,04491;SES;26/07/2020
19;09/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;73;94;1675;7,16425;164,38523;0,04358;SES;26/07/2020
20;10/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;5;78;50;1725;7,65495;169,29225;0,04522;SES;26/07/2020
20;11/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;85;54;1779;8,34194;174,59183;0,04778;SES;26/07/2020
20;12/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;8;93;160;1939;9,12706;190,2943;0,04796;SES;26/07/2020
20;13/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;11;104;125;2064;10,20661;202,56186;0,05039;SES;26/07/2020
20;14/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;8;112;106;2170;10,99173;212,96474;0,05161;SES;26/07/2020
20;15/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;119;140;2310;11,67871;226,7044;0,05152;SES;26/07/2020
20;16/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;12;131;214;2524;12,8564;247,70646;0,0519;SES;26/07/2020
21;17/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;135;69;2593;13,24896;254,47815;0,05206;SES;26/07/2020
21;18/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;9;144;153;2746;14,13222;269,49363;0,05244;SES;26/07/2020
21;19/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;10;154;151;2897;15,11363;284,31284;0,05316;SES;26/07/2020
21;20/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;8;162;8;2905;15,89875;285,09796;0,05577;SES;26/07/2020
21;21/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;169;251;3156;16,58573;309,73121;0,05355;SES;26/07/2020
21;22/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;15;184;121;3277;18,05784;321,60621;0,05615;SES;26/07/2020
21;23/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;9;193;156;3433;18,9411;336,91611;0,05622;SES;26/07/2020
22;24/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;6;199;152;3585;19,52995;351,83346;0,05551;SES;26/07/2020
22;25/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;14;213;263;3848;20,90391;377,64439;0,05535;SES;26/07/2020
22;26/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;10;223;216;4064;21,88532;398,84273;0,05487;SES;26/07/2020
22;27/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;230;294;4358;22,5723;427,69602;0,05278;SES;26/07/2020
22;28/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;237;231;4589;23,25928;450,36646;0,05165;SES;26/07/2020
22;29/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;11;248;244;4833;24,33883;474,31272;0,05131;SES;26/07/2020
22;30/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;14;262;274;5107;25,71279;501,2032;0,0513;SES;26/07/2020
23;31/05/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;13;275;784;5891;26,98862;578,1453;0,04668;SES;26/07/2020
23;01/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;13;288;206;6097;28,26445;598,36223;0,04724;SES;26/07/2020
23;02/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;13;301;228;6325;29,54027;620,73825;0,04759;SES;26/07/2020
23;03/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;16;317;435;6760;31,11052;663,42934;0,04689;SES;26/07/2020
23;04/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;18;335;352;7112;32,87705;697,97477;0,0471;SES;26/07/2020
23;05/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;19;354;401;7513;34,74171;737,32909;0,04712;SES;26/07/2020
23;06/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;15;369;327;7840;36,21382;769,42101;0,04707;SES;26/07/2020
24;07/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;8;377;294;8134;36,99894;798,2743;0,04635;SES;26/07/2020
24;08/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;14;391;238;8372;38,37291;821,63172;0,0467;SES;26/07/2020
24;09/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;15;406;326;8698;39,84502;853,6255;0,04668;SES;26/07/2020
24;10/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;13;419;346;9044;41,12084;887,58209;0,04633;SES;26/07/2020
24;11/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;426;329;9373;41,80783;919,8703;0,04545;SES;26/07/2020
24;12/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;433;407;9780;42,49481;959,81345;0,04427;SES;26/07/2020
24;13/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;10;443;331;10111;43,47621;992,29794;0,04381;SES;26/07/2020
25;14/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;11;454;504;10615;44,55576;1041,76072;0,04277;SES;26/07/2020
25;15/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;13;467;369;10984;45,83158;1077,97454;0,04252;SES;26/07/2020
25;16/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;16;483;310;11294;47,40183;1108,39807;0,04277;SES;26/07/2020
25;17/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;490;319;11613;48,08881;1139,70487;0,04219;SES;26/07/2020
25;18/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;10;500;115;11728;49,07022;1150,99102;0,04263;SES;26/07/2020
25;19/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;9;509;346;12074;49,95348;1184,94761;0,04216;SES;26/07/2020
25;20/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;13;522;139;12213;51,22931;1198,58913;0,04274;SES;26/07/2020
26;21/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;12;534;424;12637;52,40699;1240,20068;0,04226;SES;26/07/2020
26;22/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;13;547;341;12978;53,68282;1273,66657;0,04215;SES;26/07/2020
26;23/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;0;547;393;13371;53,68282;1312,23576;0,04091;SES;26/07/2020
26;24/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;9;556;535;13906;54,56608;1364,74089;0,03998;SES;26/07/2020
26;25/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;563;195;14101;55,25306;1383,87827;0,03993;SES;26/07/2020
26;26/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;6;569;136;14237;55,84191;1397,22537;0,03997;SES;26/07/2020
26;27/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;9;578;235;14472;56,72517;1420,28838;0,03994;SES;26/07/2020
27;28/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;9;587;358;14830;57,60844;1455,42265;0,03958;SES;26/07/2020
27;29/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;594;208;15038;58,29542;1475,83586;0,0395;SES;26/07/2020
27;30/06/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;6;600;366;15404;58,88426;1511,75526;0,03895;SES;26/07/2020
27;01/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;7;607;299;15703;59,57124;1541,09925;0,03866;SES;26/07/2020
27;02/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;611;130;15833;59,96381;1553,85751;0,03859;SES;26/07/2020
27;03/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;5;616;158;15991;60,45451;1569,3637;0,03852;SES;26/07/2020
27;04/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;620;199;16190;60,84707;1588,89364;0,0383;SES;26/07/2020
28;05/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;5;625;311;16501;61,33777;1619,41532;0,03788;SES;26/07/2020
28;06/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;627;254;16755;61,53405;1644,34299;0,03742;SES;26/07/2020
28;07/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;631;380;17135;61,92661;1681,63635;0,03683;SES;26/07/2020
28;08/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;634;325;17460;62,22104;1713,532;0,03631;SES;26/07/2020
28;09/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;636;69;17529;62,41732;1720,30369;0,03628;SES;26/07/2020
28;10/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;639;183;17712;62,71174;1738,26339;0,03608;SES;26/07/2020
28;11/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;5;644;235;17947;63,20244;1761,32639;0,03588;SES;26/07/2020
29;12/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;646;284;18231;63,39872;1789,19827;0,03543;SES;26/07/2020
29;13/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;2;648;543;18774;63,595;1842,48853;0,03452;SES;26/07/2020
29;14/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;651;307;19081;63,88942;1872,61764;0,03412;SES;26/07/2020
29;15/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;655;206;19287;64,28198;1892,83457;0,03396;SES;26/07/2020
29;16/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;5;660;95;19382;64,77269;1902,15791;0,03405;SES;26/07/2020
29;17/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;663;151;19533;65,06711;1916,97712;0,03394;SES;26/07/2020
29;18/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;667;182;19715;65,45967;1934,83868;0,03383;SES;26/07/2020
30;19/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;671;194;19909;65,85223;1953,87792;0,0337;SES;26/07/2020
30;20/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;675;145;20054;66,24479;1968,10828;0,03366;SES;26/07/2020
30;21/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;678;111;20165;66,53921;1979,00187;0,03362;SES;26/07/2020
30;22/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;8;686;81;20246;67,32434;1986,95125;0,03388;SES;26/07/2020
30;23/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;690;299;20545;67,7169;2016,29524;0,03358;SES;26/07/2020
30;24/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;5;695;338;20883;68,2076;2049,4667;0,03328;SES;26/07/2020
30;25/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;4;699;244;21127;68,60016;2073,41297;0,03309;SES;26/07/2020
31;26/07/2020;Brazil;AL;Maceió/AL;2704302;27001;1ª Região de Saúde;3;702;167;21294;68,89459;2089,80242;0,03297;SES;26/07/2020
